cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,clean,topic,sent_label,sent_score
UgzSE7W7d2fHjrRHSZ14AaABAg,🕵️🧐👁️...........😮,vor 2 Jahren,@berthageorge2627,UCvQDIb1pMfiyRd6EY-PpLEA,0,,https://yt3.ggpht.com/ytc/AIdro_l8kEw3pZAEKjkTETQ9oBQukyNMV-GTDr3TMY57DZE=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.300872,🕵️🧐👁️😮,8,sadness,0.9790701270103455
UgxT8nYsNEx2EmW4Y_N4AaABAg,"Imo our brains are the hardware, like a mother board, CPU and modem that connects vía some cosmic ""wifi"" to some sorth of ""cloud"" where our ""software"" ( memories, emotions personality) is stored. This idea make more sense to me than the concept of a soft meaty organ alone being able to create all this reality we call life for us.",vor 1 Jahr (bearbeitet),@mexicanpepe4life,UC-au5FLS4Egt_xoNKbD5LLA,0,,https://yt3.ggpht.com/iTfzTsz8LtO9932kC78z_doMJn30ekxn_09tGz4XzxF67c4UHIRD--Bf3s_AA-K9rMGjfh6mgug=s88-c-k-c0x00ffffff-no-rj,False,False,1731323930.301753,imo our brains are the hardware like a mother board cpu and modem that connects vía some cosmic wifi to some sorth of cloud where our software memories emotions personality is stored this idea make more sense to me than the concept of a soft meaty organ alone being able to create all this reality we call life for us,0,anticipation,0.8275510668754578
Ugz_I6DfseG4Jz5JD4N4AaABAg,"When you are scared of death, going around, instead of comprehending it.
Mor ons",vor 2 Jahren,@christuff9881,UC0NUCh2JLyFNPusbfWEHllw,0,,https://yt3.ggpht.com/ytc/AIdro_kobtIKB48kYbyoIbTaEMN7k6Obdij_-kVeSMbC28jaAlf34P-acLGJTORMNvUS62PM0Q=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.302696,when you are scared of death going around instead of comprehending it mor ons,1,fear,0.9950749278068542
UgwCsLaBpUhdEuutOxF4AaABAg,The Final Cut Robin Williams,vor 1 Jahr,@jamielunes1841,UClNAQ6O61tB_vA4TrdhEV3Q,0,,https://yt3.ggpht.com/ytc/AIdro_k5mtKl1oJNkgoExu3idKYJFYAE9xMZE0qTQBdyTzHrp4k=s88-c-k-c0x00ffffff-no-rj,False,False,1731323930.303603,the final cut robin williams,3,anticipation,0.27181074023246765
UgxxEm-uRnP44oHkB0N4AaABAg,All fun and games until someone spills water on u,vor 2 Jahren,@SinNombre-fh3uh,UCB9W8DDDCH4_WPVbXBIz8uQ,0,,https://yt3.ggpht.com/ytc/AIdro_mbdw79JGc5mlEFb4L_fDS_eNfnZ3cB5TODqlDQLt_5YWQ-7_FLklstw7UB2tMe0YfK6w=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.30458,all fun and games until someone spills water on u,-1,disgust,0.8716867566108704
UgxTiWn1mTwJiSvBOcB4AaABAg,"You will never live past your death, nothing is going to stop that.",vor 2 Jahren,@skiptindle5976,UClGGissvL8R72kHBkANgGyQ,0,,https://yt3.ggpht.com/ytc/AIdro_nDRM5aUny0wlGZBWXc6jA2r9py08S_rOGhjFI-olgSEQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.844018,you will never live past your death nothing is going to stop that,1,sadness,0.9069033861160278
Ugzesl0d5_H5sqp3gDx4AaABAg,Why are we so into trying to live forever enjoy what You experience in life and pass on.. how this world is why would you want to stay here forever...,vor 1 Jahr,@sleepyeyes816,UCd3dE9yf4NDB5574tF-L7hQ,0,,https://yt3.ggpht.com/DxhvGlEMbjTwsHG25j01C1KdAGfDvyUc0xZbQacTuKg0VPEh2yp1_Atc_jEVXX2HfTyaUNIP=s88-c-k-c0x00ffffff-no-rj,False,False,1731323930.84735,why are we so into trying to live forever enjoy what you experience in life and pass on how this world is why would you want to stay here forever,1,optimism,0.6765256524085999
UgyyRdqLWKsGkZH-Y7F4AaABAg,Legit though grandpa made me so sad.,vor 2 Jahren,@LilArrowInkorperated,UCg-wTHo6MXwTQi4xePqH11Q,0,,https://yt3.ggpht.com/dTdM-RG6S89tRn6akwWkC6kWRr78JesIbAn8bWwyPjeUS8641vGkHY2q7kcg01aEwF2Bb90j=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.851307,legit though grandpa made me so sad,14,sadness,0.9946734309196472
UgyQ_XDTjMrpRJyg8PZ4AaABAg,Let’s worry about giving everyone a happy and pleasant mind file bf we worry about living forever,vor 2 Jahren,@a.evansrn107,UCvwFtp8V1APfyEdYeesDD7g,1,,https://yt3.ggpht.com/ytc/AIdro_miqLmkZCh0kErjbL5UBqzb6rAVyeW6lSdUxJWKkJA74nc=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.852854,let’s worry about giving everyone a happy and pleasant mind file bf we worry about living forever,1,optimism,0.9792558550834656
Ugxd34lvQ0zNfv4r6kB4AaABAg,I've seen this movie before. It doesn't end well for the humans.,vor 2 Jahren,@yellowpages444,UC5rA1EJrc4Fhsrrt4all_Ww,1,,https://yt3.ggpht.com/ytc/AIdro_nnzkE9mB2H80L8yohEh3IIftvt8memrXCK7gtNnLJfrNM=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.854122,ive seen this movie before it doesnt end well for the humans,3,disgust,0.7230445146560669
UgxC6_mUkD2FppcgHEV4AaABAg,Transcendence!,vor 2 Jahren,@2012BeyondtheWorld,UCH8d1WgyKtaUqemhrL07byA,0,,https://yt3.ggpht.com/LJJ6qAVLxzbGp0Tl-NjoIeGxwFcQZBWtQ_gud_7vlpx5cVH3caY5sLyCs5NoXmmSzWe-qb5DKf0=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.855166,transcendence,0,optimism,0.7139227390289307
UgysFwa79ICK2yHpRkt4AaABAg,I remember the movie chappy,vor 2 Jahren,@rexsale-tq6vx,UCagt4ljngw2emfStiJUajTQ,0,,https://yt3.ggpht.com/ytc/AIdro_kCFNrEwnH8UugBt9CDCHoF6CNjnG4Y8QbieaHI3QSWVksqKueHYCg26_i9IPGHAQskAw=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.856165,i remember the movie chappy,3,joy,0.952610194683075
UgxHeER0ZEB0JGFcXhp4AaABAg,Thi is how I see it if I live in a universe of everything literally in every since of da word den wen nd if I pass it's also a point in da process u just can't see like how at. Point da human eye loses the ability to make a proper judgement on what is what iono,vor 2 Jahren,@ZarBar-c9k,UC5Zs3Tx9gs6x3KZUMmvIeCg,0,,https://yt3.ggpht.com/ytc/AIdro_ni15GnoZxZFWAgO4lmNU1XWIwSokqzB1FbX2yZ1LOfGC0NIraLSZ10Aljb8WGjsHzlfQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.857105,thi is how i see it if i live in a universe of everything literally in every since of da word den wen nd if i pass its also a point in da process u just cant see like how at point da human eye loses the ability to make a proper judgement on what is what iono,0,sadness,0.41892358660697937
UgzuCQ2BoVwRwOtMS094AaABAg,Im actually cool woth it.   I wake up up ever day since i died waiting for the finaly rest trying to put a gold sheckle on my daughters plate before the opening of that particular gate,vor 2 Jahren,@Rean-yi9vh,UCrvnKtf50Vx_IVlsKDYvhyA,0,,https://yt3.ggpht.com/ytc/AIdro_l-WPruEngifbfolAJ9ooMYouWRIljSLSUdcbFXhpBKLR2w067aQRcH7LDc0zzrTdX9yg=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.858173,im actually cool woth it i wake up up ever day since i died waiting for the finaly rest trying to put a gold sheckle on my daughters plate before the opening of that particular gate,2,joy,0.9797971844673157
Ugzaw-IRUI47Cy7Nefp4AaABAg,scary things,vor 2 Jahren,@Ido.R.,UCPJ6y8FPBFJG-5RUC42XT8Q,0,,https://yt3.ggpht.com/WAIUMOUhLdk4ddNONVn6lm7GK2_4Fo0NHqtspl-XsXZmOn0hG8anElTOElZnhEm4B-wWZhTC=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.859082,scary things,13,fear,0.9958714842796326
UgzbBuiNaMOp6SfhlkV4AaABAg,Let us  go,vor 2 Jahren,@os5279,UCVdLgoP-XF6YEWQ2ZzMEslg,0,,https://yt3.ggpht.com/ytc/AIdro_newj8FI17quPWU25QV_GFxmnAGM6OrT2V97zq2b27Fos25nnbbNbcnySm1XhYTELgi9Q=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.859995,let us go,-1,sadness,0.8898926973342896
UgyV60GTF9sAccahtgZ4AaABAg,They don’t believe in a afterlife but they believe the soul is transferable,vor 2 Jahren,@ImJustMovin,UC-FW04oPAANAKqD7Qg5Avzg,0,,https://yt3.ggpht.com/O8jLV0JfXD4wSXOJQ57fO9lJWCWfksgL6qwSiwimlcjbEkMvyDcqe1sYXn8gPeCnlBw8BIJOmA=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.861071,they don’t believe in a afterlife but they believe the soul is transferable,0,anticipation,0.6734331846237183
UgzXCnCWuYWbfe7Pj6l4AaABAg,It would be great if i could c what happens after 100 years,vor 2 Jahren,@SundarSundar-kh2nd,UCtz9hDtggsMR8vG_j_PB9hw,0,,https://yt3.ggpht.com/ytc/AIdro_nlK0XZCHPihWVQ4ZXtf5b8YpsaViKGdlcNQOujPdbuOV75OJmCMvjy0UMhDlldDDfeTw=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.862101,it would be great if i could c what happens after 100 years,-1,anticipation,0.9047491550445557
Ugz1YCiAXdECwNB-fDN4AaABAg,"Hebrews 9:27
[27]And as it is appointed unto men once to die, but after this the judgment:",vor 2 Jahren,@Mhavskie,UCX_4R6uMyZwyNkMGDW-UAww,1,,https://yt3.ggpht.com/sH94UfuNolcSnsn-CAgTR5g1NWkxGCQG_MQdWnmdI3bGhOpj9IeUWjD_Igqotw30jaIGFV1A7o4=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.863226,hebrews 927 27and as it is appointed unto men once to die but after this the judgment,7,sadness,0.5029850602149963
Ugw00UhLP8ASGepdBIZ4AaABAg,"This sounds great, but like all things we have time here on this earth and then there is a time to go. I for one don't want to be something in the bottom of a box; left to be found as a novelty, that is left on the shelf for the next generation! At one time we took photos that were size of posters! lots of them end up as flooring for a chicken coop! Most people's photos end up in a box, or photo album. never to be seen again.",vor 2 Jahren (bearbeitet),@kathy-jeanhegwine5122,UCZGdoWePXyAwYPZHMcqBRkg,1,,https://yt3.ggpht.com/Y8ySRP8aPo8btSwXt_WGq5ANh5Q6wh97NmB8zydLK7BaYRq9-w9v9VTtpnpWOmW46RaKKW5HEQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.864171,this sounds great but like all things we have time here on this earth and then there is a time to go i for one dont want to be something in the bottom of a box left to be found as a novelty that is left on the shelf for the next generation at one time we took photos that were size of posters lots of them end up as flooring for a chicken coop most peoples photos end up in a box or photo album never to be seen again,0,sadness,0.8764194846153259
UgzmQzeCp6GoOzWdTql4AaABAg,The only way to live forever is to die first,vor 2 Jahren,@joserose95,UCg7i_CfZiLjffjR2Wx53DWA,1,,https://yt3.ggpht.com/ytc/AIdro_lyZm1t49JxsVTHyEIlHppEexOvJ5CWBewSeVqJUjE=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.865088,the only way to live forever is to die first,1,optimism,0.943129301071167
UgwdbiWnGfjJqQ9jikx4AaABAg,Every keystroke,vor 2 Jahren,@troyloweryschannel,UC5yHVOQNm7du9WXPmbzx4hw,0,,https://yt3.ggpht.com/d2pmz4LgNJtPM_LmS0vsPo6wRZM1ikgxc3wSptBf7SyrsiFRIzZ9cnGBzPeBV25X7ZDNUmYJeQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.866554,every keystroke,0,anticipation,0.21713204681873322
UgwI9EkgpB0j4s2zJdJ4AaABAg,i'll signup,vor 2 Jahren,@HendrikVanDerWesthuizen-g1w,UCnqdOkpA2TJvxCJQTj9yFXA,0,,https://yt3.ggpht.com/Tp6u1z64hd6fWYOmpMlggOLsaNqe6VpRe3q5xKuNlDQKWPWVXj1gWvoLME9ilJuEe56MhFv2=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.868917,ill signup,-1,anticipation,0.6804728507995605
Ugz6Jxwaufe6oMF4-Uh4AaABAg,All Things Must Pass,vor 1 Jahr,@wesharrington5937,UChbtRpo9Ca-9BAzUiTVhuww,0,,https://yt3.ggpht.com/ytc/AIdro_l-GM5q3qY58QEF3hnG3SLgnByLzuo_09Q3Q-pXPWARscw=s88-c-k-c0x00ffffff-no-rj,False,False,1731323930.870585,all things must pass,7,sadness,0.6655514240264893
UgxRRNnRalXnNqD1AtN4AaABAg,Digital immortality allows the soul to exist no longer dependent on the current body. The technology is complete.,vor 2 Jahren,@玄EGR,UC9VbJTRA7FDo9eXY71vCs_A,1,,https://yt3.ggpht.com/ytc/AIdro_n3OwaIIbHve03zjjRcruReV15x0gk3kWL0me2Z0RdsFuE=s88-c-k-c0x00ffffff-no-rj,False,False,1699701530.871798,digital immortality allows the soul to exist no longer dependent on the current body the technology is complete,0,joy,0.8953120112419128
UgxXXJ_bnJKjlHsB7Q94AaABAg,😢the terminators are coming 😢😂,vor 1 Jahr,@AdmiringHotChocolate,UCiPqaMCt_o0x_zpUiH91-jQ,1,,https://yt3.ggpht.com/ytc/AIdro_nmtsXDHjV3vsi3WJxNLeR6_m62bNa4V324lnRtnFy0u-rpS5RDcRIx863T-hajBZ4JOA=s88-c-k-c0x00ffffff-no-rj,False,False,1731323932.40251,😢the terminators are coming 😢😂,3,fear,0.9712358713150024
UgyqLAOfex2eNPbYUex4AaABAg,"You will actually die and a copy of you mindset exists. Example a clone with all of your memories but you are still alive , it will not be the you that’s you because you will be dead .",vor 2 Jahren,@boomboombaby9140,UCTSTVBbbk-S7mUrGuhyJMiw,1,,https://yt3.ggpht.com/ytc/AIdro_mgdzAffOTsdDFjj8pqSxyFu3Aum4QOI3PT6u6XSezwQw=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.403595,you will actually die and a copy of you mindset exists example a clone with all of your memories but you are still alive it will not be the you that’s you because you will be dead,0,sadness,0.6348111629486084
UgwH8e2r3uBSr6Oykb54AaABAg,Arasaka's soulkiller,vor 2 Jahren,@raidenout1515,UCgHiYNjcw2n5b70wGXRaKRg,0,,https://yt3.ggpht.com/jNsUEVGvbcRKGxsF65yZRSNQvTgDKDwpZYhe_KCtFBnsEhsJMK6ktox9LT8Dp8hPQzD5kdQ2n8A=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.404637,arasakas soulkiller,0,anger,0.8319517970085144
UgzoOuP0VJOjSJHqhZ54AaABAg,So does the AI answer for the memories that were originally created off of something it might think you would say? Even if the idea was her being sentimental of her daughter being born??,vor 2 Jahren,@beyondblonde2237,UCfvEStU03qXfqjBmPOumStg,0,,https://yt3.ggpht.com/z-PAWQnWCbwNMJl7DlupqOJ4t9lNjPrzxCJzpRvIJtRQ961sZTxicyoKoo2um7fqo9hKeQKGaw=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.405622,so does the ai answer for the memories that were originally created off of something it might think you would say even if the idea was her being sentimental of her daughter being born,0,sadness,0.5768163800239563
Ugzug26vCTWtsQCgqVl4AaABAg,I think living forever is a lot more scary than Dien.  The forever sadness of not having my loved ones with me . Not feeling not tasting .,vor 2 Jahren,@raptor8177,UCKV0qsBo2MY79wlXFzTSvMw,0,,https://yt3.ggpht.com/ytc/AIdro_lgmESXeGliNVKpd1z6HIGBJG-MWoJ_IE7TBgO9-_gO1Q=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.4068,i think living forever is a lot more scary than dien the forever sadness of not having my loved ones with me not feeling not tasting,1,sadness,0.9739115834236145
UgxUtEOPkwTYDor8aUJ4AaABAg,What fluids are the cells stored in?,vor 2 Jahren,@mrpreparedallthetime1099,UCCC4oHdSSur1C9v-OV0A0Kg,0,,https://yt3.ggpht.com/ytc/AIdro_nZhMuHDpQ-lvVAB7rEuggeb3dnPuz6BlbjSC7oxzH9eXg=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.410413,what fluids are the cells stored in,0,anticipation,0.5506764054298401
UgwebT9WxPZpeLinyyx4AaABAg,"Aint no way ai should have the same rights as people. Cause if they end up in jail it's not as hard for them as people, sitting there with feelings.",vor 2 Jahren,@Ab-xk9nl,UCc-NIxl-H0HxrbRupWER60A,1,,https://yt3.ggpht.com/ytc/AIdro_l5LLkTg-D-orAjIv3QnONs9TM45y_AotBXm2mRPRn4eltxYktPs1EaE6EeEfGMXSfLHQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.414075,aint no way ai should have the same rights as people cause if they end up in jail its not as hard for them as people sitting there with feelings,0,anger,0.9827039837837219
Ugz4_dMSNZYXUcKTUm14AaABAg,He is deep..😂😂😂😂😂😂😂😂😂I'm dead..,vor 2 Jahren,@DarkObsidian2000,UCxlh2JRjHo8jricTRvqljNw,0,,https://yt3.ggpht.com/6vEyPrvB3IjyiuVS7MaFbw8caDR1OJxvJxJPUyIRg13IS7w3Zz6k5CP5JLCjQReq0L2WFbJgWw=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.417516,he is deep😂😂😂😂😂😂😂😂😂im dead,-1,surprise,0.924108624458313
Ugzd-yR0wHXe927ZfRF4AaABAg,A.i will teach us what are we lossing....our own humanity....,vor 2 Jahren,@leftarmbandage4367,UC-ZgMKjTZErNWMZzGdR8u0A,0,,https://yt3.ggpht.com/ivVLMM5oDqSUGY_tQhtGac4i1dTh5m6sUvSWSFua1d36CZrMZdB6r8pT7lU5GjTDnoZJFkOeSA=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.420794,ai will teach us what are we lossingour own humanity,0,sadness,0.7071297764778137
UgzdlHKkWHhCcXS9RfZ4AaABAg,"We’re gonna have a bunch of robots walking around thinking that they’re actually human, but they’re conscious will only be AI and nothing more.",vor 2 Jahren,@themadtripper,UC4f4WwwQRnkQj0um9YtBeuQ,0,,https://yt3.ggpht.com/ytc/AIdro_la9OLn0CO_uZAb9_mkrSiJKOnV9RaL6LACEXWKE1c=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.42367,we’re gonna have a bunch of robots walking around thinking that they’re actually human but they’re conscious will only be ai and nothing more,0,disgust,0.9440693259239197
Ugzlddpnn9ZueWZo2sp4AaABAg,"No matter how complex they make these puppets, they're just puppets.",vor 2 Jahren,@supme7558,UCCWXCRfk_Cdlk5WVVnb2ACg,0,,https://yt3.ggpht.com/ytc/AIdro_lfHa1aj_IzYiAnzaL7VGaN-PN-7bevUPrCUXZuPd1kXyQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.428185,no matter how complex they make these puppets theyre just puppets,0,disgust,0.932113528251648
UgwjB2ZnWzberjQSkfp4AaABAg,"I Don't think it's so smart I would like to move on   ,he doesn't blink at all lol",vor 2 Jahren,@marymcmillian5812,UCNpbzZaOUvl26kXoenm5QXg,0,,https://yt3.ggpht.com/ytc/AIdro_mA7loRDhlNYQ4aB3h6jehrZP3RL57sepkHzDwUaYY=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.430219,i dont think its so smart i would like to move on he doesnt blink at all lol,-1,joy,0.972806990146637
UgyMjM3KoqRA_csZhjB4AaABAg,Is this AI clone able to identify the person whom we know from the earlier days on its own?,vor 2 Jahren,@rs5392-c5i,UC8CdrRrwLSuAiDUcdzdBu3w,0,,https://yt3.ggpht.com/OiGj84SY03Ni8vUltY_P6UCJzP_hKDMkXPr8qF_ZO8p4MwWziCHoJF4YoPTiEzWlN8Ak3S2r=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.431896,is this ai clone able to identify the person whom we know from the earlier days on its own,0,anticipation,0.9180009365081787
UgwMISTm4BoJeV-3Ril4AaABAg,Sounds like they can use it for evil 2,vor 1 Jahr,@talonferguson1311,UCZ2ZhxYhKy8aFgFM11RiMBw,0,,https://yt3.ggpht.com/ytc/AIdro_nF_cs7AJgggJ0lwAzpyd_CbGjqQePFCSBZ1CLjvraGsuxQwzj90NbD0CTaiDSSqa17Vg=s88-c-k-c0x00ffffff-no-rj,False,False,1731323932.433421,sounds like they can use it for evil 2,-1,disgust,0.8057496547698975
Ugx5Rb26zQfZ-0xOyKl4AaABAg,"Everlasting life? NO THANK YOU, I'VE SEEN ENOUGH",vor 2 Jahren,@AuntSarahsCottage,UCdqZK-aUblZ1_RyYxKxDdFQ,0,,https://yt3.ggpht.com/l4RyuWpUS_oFOy7U__sdsgW8UyL-CCRgkniZtwS5mEqRfVOvLXcq7UL_KYEOntYcsgLOsaFO=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.434734,everlasting life no thank you ive seen enough,1,disgust,0.8498778343200684
UgwULtiMh0qcVw7tvdh4AaABAg,"""whatever will be will be....""",vor 2 Jahren,@bonganimajola6934,UCbmarTn7sf_8g5t7Zbz8YEw,0,,https://yt3.ggpht.com/ytc/AIdro_lv0OFps6rQfOJXt8we0yI9P8dnXzZOfyhHIqURAjzP3hPbyhf73dY6hsoaN2U8skzHMQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.435796,whatever will be will be,-1,optimism,0.6459982395172119
Ugz2XN0nSC_paq-L6qx4AaABAg,Has nothing to do with immortality.,vor 1 Jahr,@EricMartinez-w4j,UCAAvlqK8p0qrv35C9zQ2oiQ,1,,https://yt3.ggpht.com/ytc/AIdro_kFKyUfpTt-g7ZZ-6LZ1sANP6791YgWTIsbAPxggknb2p4vMYee8SivclGdDEQnvFVPyg=s88-c-k-c0x00ffffff-no-rj,False,False,1731323932.436729,has nothing to do with immortality,5,anticipation,0.5936362743377686
Ugxfp0Ps5bbUZ5ti7_94AaABAg,"People have no self hope, no understanding of spiritual things no point of life and we end up with wild things like this.  Spirits can channel through the internet so I will assume they will be able to through these type of things as well. Feels good to be a Child of the most High God and not searching to live through a machine. Lord help us all",vor 1 Jahr,@Yahweh-Chase-Bella,UCGYgBr6d41JrTmxI2KFQNug,0,,https://yt3.ggpht.com/vdWAizjh9uhktAitJFAjVYy7SrZti85L2siieKKgV498hGnduq1MRThr7WgYoz6UAPogZhuL=s88-c-k-c0x00ffffff-no-rj,False,False,1731323932.437607,people have no self hope no understanding of spiritual things no point of life and we end up with wild things like this spirits can channel through the internet so i will assume they will be able to through these type of things as well feels good to be a child of the most high god and not searching to live through a machine lord help us all,-1,optimism,0.8573062419891357
UgwPrFqkhn9DHLuFsmZ4AaABAg,I would absolutely do it,vor 2 Jahren,@danielcristiangarcia2881,UCYo7kORVuGoVTLqtzc-Vzqg,0,,https://yt3.ggpht.com/1iEh4u9-xrSFa9LqfCa9eMYifErV5rHfMFg2C3rpSHKmrn1fYM6eJd27CrKURPNQTlZKjmsirB8=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.438526,i would absolutely do it,9,optimism,0.9820911288261414
Ugxvak7zk2mD3YQ8C2Z4AaABAg,Orbital shield ❤,vor 2 Jahren,@blankblank1738,UCZX01v3yAqgDZFgUHwZZgGw,0,,https://yt3.ggpht.com/qhMUWvgNrApJ7f0qZmIDB4wtfNdNYIS7l3TBO735kpt48wjzwLws2-gXq4pD5u8FR0D81-ALww=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.439433,orbital shield ❤,8,love,0.975031316280365
UgyC5Ls1qMW45iTbsVR4AaABAg,"Svi ovi ne liče na žive ljude, neću ih zvati ljudi jer oni su monstrumi koji prave monstrume,neka nam je Bog dragi na pomoći.😢",vor 2 Jahren,@ivanaskokic8938,UCs1RA_2ylzlSc_Ln_uwCRvw,0,,https://yt3.ggpht.com/ytc/AIdro_kf5iU-tF4Yf3f77tJgp_Bi7O0KMf2uf-XZd97caN0Ovz3N5sWcy3faByUleBblQUb7uQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.889627,svi ovi ne liče na žive ljude neću ih zvati ljudi jer oni su monstrumi koji prave monstrumeneka nam je bog dragi na pomoći😢,10,sadness,0.9740075469017029
UgxcCbgppXVrEMqTJ1x4AaABAg,What next generation? Worldwide fertility has fallen since 2021,vor 1 Jahr,@ronaldjohnson6675,UC3E8UFCfrg1SF3C2BuCFZCA,1,,https://yt3.ggpht.com/ytc/AIdro_nM9DP7apIHVu_L-UofHxLpcKJjxF160p8EhhBD1EA=s88-c-k-c0x00ffffff-no-rj,False,False,1731323932.89099,what next generation worldwide fertility has fallen since 2021,-1,sadness,0.8077481389045715
Ugww9Eex5luibmaZJwV4AaABAg,Crazy part is what if we are already ai 🤔,vor 2 Jahren,@malkialoves,UCiVaG5uI14JBsrjdIHMWAHA,0,,https://yt3.ggpht.com/TIGBLTTGc0MPlGEvYjp_716ZAzMLMD_OTASLTGL7ayo1ICJdIcvbWgItHPeArvxJuq5iC8AnQmI=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.895627,crazy part is what if we are already ai 🤔,0,surprise,0.9783279895782471
UgyyiSCw1ns8vqz53L14AaABAg,I most definitely believe  I could. Our DNA can store the exact age of our universe,vor 2 Jahren,@troyloweryschannel,UC5yHVOQNm7du9WXPmbzx4hw,0,,https://yt3.ggpht.com/d2pmz4LgNJtPM_LmS0vsPo6wRZM1ikgxc3wSptBf7SyrsiFRIzZ9cnGBzPeBV25X7ZDNUmYJeQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.898862,i most definitely believe i could our dna can store the exact age of our universe,-1,anticipation,0.9325413107872009
UgxvMS2psY_uSVadkqR4AaABAg,I had a immature understanding of our life alcohol drugs crime & prison. I never disrespected my father or forgotten anything he has said to me,vor 2 Jahren,@troyloweryschannel,UC5yHVOQNm7du9WXPmbzx4hw,0,,https://yt3.ggpht.com/d2pmz4LgNJtPM_LmS0vsPo6wRZM1ikgxc3wSptBf7SyrsiFRIzZ9cnGBzPeBV25X7ZDNUmYJeQ=s88-c-k-c0x00ffffff-no-rj,False,False,1699701532.901835,i had a immature understanding of our life alcohol drugs crime prison i never disrespected my father or forgotten anything he has said to me,14,optimism,0.9186825752258301
UgwJgIoBiijbXc3WPgh4AaABAg,"yes, it could be the spirit of androids, because my phone moved under my arm while I was sleeping on its own and woke me up, I really experienced this event",vor 1 Jahr,@neco1562,UCGJVzTHUPgy7Knqumxep6Cg,0,,https://yt3.ggpht.com/3qXKIRBHmmKr9Kigxf1tudcac3N4iVxZTxs0dQEdEMNdfJ6dhdnB6A_kkY0b5VR4EnlGH_mc6w=s88-c-k-c0x00ffffff-no-rj,False,False,1731323932.903968,yes it could be the spirit of androids because my phone moved under my arm while i was sleeping on its own and woke me up i really experienced this event,-1,surprise,0.7257221937179565
Ugw-iqFTkH_uzGrDkN14AaABAg,"okay, my friend hiroshi, if you can transfer your own uhu to that robot, you will have somehow achieved immortality",vor 1 Jahr,@neco1562,UCGJVzTHUPgy7Knqumxep6Cg,0,,https://yt3.ggpht.com/3qXKIRBHmmKr9Kigxf1tudcac3N4iVxZTxs0dQEdEMNdfJ6dhdnB6A_kkY0b5VR4EnlGH_mc6w=s88-c-k-c0x00ffffff-no-rj,False,False,1731323932.905909,okay my friend hiroshi if you can transfer your own uhu to that robot you will have somehow achieved immortality,0,anticipation,0.8296125531196594
