cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,clean
UgyajFFUJJJvRN5wB_N4AaABAg,Simply remember to take pictures and videos whenever you can. You can never go back.,vor 1 Jahr,@e3chicago,UCmSLlW_Hzum0H_RYlH96boA,0,,https://yt3.ggpht.com/gzC-sJRta14bW359RKyyIV-E5DWnyijZJTTAhnih0NvzWFB-OPWf5L5uJylWQNaJGojdzO_B=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.402875,simply remember to take pictures and videos whenever you can you can never go back
Ugx5NJEubueR-GCVMEt4AaABAg,"Anyone remember that mirror Harry Potter found, of his dead parents.
And Dumbledore's warning....
People are going to be lost in this....",vor 1 Jahr,@jckorn9148,UCJquYe5K4DbXqFE-UCtFm9A,2,1,https://yt3.ggpht.com/ytc/AIdro_nUXqsXsD0DXGvafLpbs-5x7FYAOs4svHUsWurBulA04xQ=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.406349,anyone remember that mirror harry potter found of his dead parents and dumbledores warning people are going to be lost in this
UgyI_NE_nAjIYY7JgKp4AaABAg,I'm sorry to have them go through this. But there is a reason we forget,vor 1 Jahr,@shakar.bajalan,UCfnSm-AkFHvhsxr6yzB2NEw,0,,https://yt3.ggpht.com/LKxZ7MFpZk7URVuj9auR_0G-EweNH8VW3H3h1UZvxXfPrsm_ViUslpg8kBVGm9ef8wTMicIFqQ=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.409029,im sorry to have them go through this but there is a reason we forget
UgyH8DfaidUBBpAShUd4AaABAg,"This makes me think about Sthephen King's The Cemetery book.  It's just not accepting the person passed, making grieving harder by making it lasting longer. It's sad 😢",vor 1 Jahr,@vanessamaciel9306,UCsCX17ZzUkjsxEt5r0GPvQQ,0,,https://yt3.ggpht.com/ytc/AIdro_mGwJYsRE7-Vbw7hbg7EM3qryT3Iy7LyeW3isz7Fe4AocQ=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.412253,this makes me think about sthephen kings the cemetery book its just not accepting the person passed making grieving harder by making it lasting longer its sad 😢
UgzTNmUb-tQaMNLoMet4AaABAg,"What makes loss so hard is that we were somehow dependent upon the person who is gone. It’s definitely very unhealthy to be so emotionally dependent on your child that you can’t let them go when they die. This guy needs other people in his life to help fill the void, but he’s probably very creepy and weird, which makes finding other people difficult.",vor 5 Monaten,@katieandnick4113,UCSOzbEbtixyTQFgEr3SahGw,0,,https://yt3.ggpht.com/-kKjiy9N-8oGUVf4syITIS-Xr25BJR5yPZd9jLmhOjJ-UybTG9SWOXYSDsZSd8BZqMyN3Fv46JU=s88-c-k-c0x00ffffff-no-rj,False,False,1749723741.415923,what makes loss so hard is that we were somehow dependent upon the person who is gone it’s definitely very unhealthy to be so emotionally dependent on your child that you can’t let them go when they die this guy needs other people in his life to help fill the void but he’s probably very creepy and weird which makes finding other people difficult
UgxiEDVFlUSlnR3JvLt4AaABAg,"This is literally the movie Archive. It was such a sad movie... I loved it, but it was so sad...",vor 1 Jahr,@chimyshark,UCNEJaZBwqI2kK0_O0aY884A,0,,https://yt3.ggpht.com/ytc/AIdro_nDxk9k8DLouLmR86hdAaap9a1oK-RDr-rkwRbvl1lHths=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.420702,this is literally the movie archive it was such a sad movie i loved it but it was so sad
UgwxPjP-4iEEA9wjZsJ4AaABAg,You cannot judge him,vor 1 Jahr,@jamesjackson5546,UCw9H1ts2CtTj9MiBzXAfbAw,4,,https://yt3.ggpht.com/wfE4c8X2oDs3_RxYMuJRb_4EBWOUJXCnLHh5Hc_JnZYmS6R40Lxq0sv45wDum8masP-Wv19LSg=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.423971,you cannot judge him
Ugwro7OgF-Dl2hGFSBR4AaABAg,This would be too painful for me to experience because I know it's not really them.,vor 1 Jahr,@olive4naito,UCZSFqTOpRzEyPnd5Ce5jCDQ,1,,https://yt3.ggpht.com/ytc/AIdro_l1V1hu0UBFghsbVZu67Y4HBurZzJIiuLVvnfi827NHTg=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.426904,this would be too painful for me to experience because i know its not really them
UgxgaSSOWXXl0du3SH14AaABAg,"I don't know about this technology, I think people need to stay in reality",vor 1 Jahr,@ianthosesnacks9147,UCR0z7FIt1DT-XAbLWaCPJqA,1,,https://yt3.ggpht.com/-EidA8R3pFrO79WNxYP-4hNdXMbNADp0EG_8-Hp7CoKKjLSnMkztYmg8hD3WE10pe2axbGyTNGo=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.431024,i dont know about this technology i think people need to stay in reality
UgxWrVwjgjBreEGyFu54AaABAg,"GODBLESS you Sir, may you and your Family find peace ❤🙏",vor 1 Jahr,@kabutemanika2901,UC_ti50ZsNKN-PK09TzyVH_Q,0,,https://yt3.ggpht.com/hoDe9YZBnwEdtBaPudKV1nD8t48ZcgbdFX3TIUkqdcNzr0ZbCHKz42wTR3m3H8Y7xUodphzS=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.433887,godbless you sir may you and your family find peace ❤🙏
Ugwgvdb2kFkJJi2Q5Bx4AaABAg,"This is so sad!  Just let your child die in peace, and move on with your life.",vor 1 Jahr,@sinamark-com,UCYlUnOFw0ipD0i_zEQ9ef6A,0,,https://yt3.ggpht.com/LxSYqqRaJV2cH7jXw8rI8UpgqXhClKnlvzmT4wAjXx64HICzKEto8C6OlVOeukEKVzBX2fbB7Q=s88-c-k-c0x00ffffff-no-rj,False,False,1731410541.437856,this is so sad just let your child die in peace and move on with your life
Ugx5NJEubueR-GCVMEt4AaABAg.A9OKfycycpsAGBp2Ui7Qnd,Yes very similar things,vor 7 Monaten,@sunnydelight5255,UCmFEHr-gqFeTmyM2CXZ6nPw,1,,https://yt3.ggpht.com/ytc/AIdro_ltOnFO9mDWYMxX8SClHyh248bir64UDFy9BW87uBwEsC8=s88-c-k-c0x00ffffff-no-rj,False,True,1744453341.665638,yes very similar things
Ugw15DARcEtJ821Ynu14AaABAg,I hope this doesn't cause people to eventually place less significance on the real person as opposed to the AI version of them.,vor 1 Jahr,@cryora,UCsIbqU-js0-n8BEGOuMmxdg,1,,https://yt3.ggpht.com/ytc/AIdro_n4P-3unxw6KjNtbtSfjj2noHlU2rOJ3ht3InfYCZVXtas=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.186754,i hope this doesnt cause people to eventually place less significance on the real person as opposed to the ai version of them
Ugz-s2brkunhw2xX7Zp4AaABAg,Reminds me of the one in South Korea a few years ago were a company created a VR CGI for a mother to meet her dead little girl in the VR world,vor 1 Jahr,@keurikeuri7851,UCx-4hKYYDixYiXDgFqBynTw,0,,https://yt3.ggpht.com/ytc/AIdro_kDufbCQ9oNIF2qYbQqcfXALKUdu9PDgbdjPwn98YV-JA=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.190187,reminds me of the one in south korea a few years ago were a company created a vr cgi for a mother to meet her dead little girl in the vr world
UgyH57xBE_aGVcwRFPR4AaABAg,Should of had a translator for the Dad when speaking to the journalists,vor 1 Jahr,@nabi5864,UCj91QSrJu3JdA82c2-S86Rw,0,,https://yt3.ggpht.com/ytc/AIdro_nE-hfY93OJTPwQufL44vXUhZXd0Ry5c1pQsNpYyqNhWA=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.193395,should of had a translator for the dad when speaking to the journalists
UgyIKhe3vX5fMD5_J5J4AaABAg,This Reminds me of one of the episodes on Netflix Black Mirror!,vor 1 Jahr,@deathbats3231,UCobzNE9Inxzr6RksvEFYQrQ,1,,https://yt3.ggpht.com/ytc/AIdro_m0p6CTSdRYL2P-pkJFVFrpdYgni75uzck-5-R3nHD0-_E=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.196221,this reminds me of one of the episodes on netflix black mirror
UgzfB4OYPPXcDulemy54AaABAg,"So basically, he’ll never fully grieves. There are fives stages of grief and Stage 1 is denial. I guess he’ll never reach the final stage of grief, which is acceptance.",vor 1 Jahr (bearbeitet),@메이린19,UC4Xn7QPzf0pKDJlyO8JJb9g,0,,https://yt3.ggpht.com/ytc/AIdro_kklvVAFriwDbuYlVbHeU5Nnht57CkW7joGQCdWT4n7Gng=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.200843,so basically he’ll never fully grieves there are fives stages of grief and stage 1 is denial i guess he’ll never reach the final stage of grief which is acceptance
UgyPl3xhV5EWX0eT9FN4AaABAg,I cried so hard at this 🥲 this is the saddest thing I’ve seen in a while,vor 1 Jahr,@Daydreamcore,UCiJRK33uXh737zqsnNX0mmg,1,,https://yt3.ggpht.com/CH8c2KpWY5xbbCz-fhcYD2a3Xt2IfeFUlhSe7OPVVFs9L5hwrjfwj6H0XJEqFyYZKPwM9LsrEg=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.205258,i cried so hard at this 🥲 this is the saddest thing i’ve seen in a while
UgwDrzcedqWAFNWwQ-p4AaABAg,"It's like she is really alive""the one I knew""",vor 1 Jahr,@amandacook6693,UCAa3bkhsWPTaTOFYMLYwvJg,0,,https://yt3.ggpht.com/ytc/AIdro_lnkKZ8VY8PExSmlYFEBQiEmnR86pW3xYqU0rrKS-s=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.211949,its like she is really alivethe one i knew
UgwTdGC09ik65ruoBDp4AaABAg,His grief has seemingly transformed into desecration. Grief has overruled his sensibilities.,vor 1 Jahr,@kevkeisha,UCdDOdA7EwKKqAZpkKLiwk4Q,24,1,https://yt3.ggpht.com/ytc/AIdro_kTYTkO7ndlrBaukt58JaGwg9kJKE2pObi4yDu2j5Q=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.215375,his grief has seemingly transformed into desecration grief has overruled his sensibilities
UgwyW7D059MOb-z5t3x4AaABAg,This is basically Amadeus in Steins;Gate 0,vor 1 Jahr,@sekhmet009,UCkkWZGEA37Cb_G_crd53D_A,0,,https://yt3.ggpht.com/hcKPDesph8Unwrp45oLcgP56wIO9g1At5Jipyjq2lArRcbykILdk0MuqDgty466mrOjzOxB5=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.218963,this is basically amadeus in steinsgate 0
Ugys9dxjU3uKcpGsDLJ4AaABAg,"i need this for my lost wife


please i will pay regardless, i don't want to live in this nightmare by myself",vor 1 Jahr (bearbeitet),@SushiCat0316,UCXrblTaltv_brHTX-ICY6yg,0,1,https://yt3.ggpht.com/ytc/AIdro_ln-9HYXgytSDFQbDRDb_rgH6bzytH6hE2dknWeVZrk6K8go1x19Eeds3jB779sjKtoDw=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.222894,i need this for my lost wife please i will pay regardless i dont want to live in this nightmare by myself
UgyRqRBuiwO9RXxmya54AaABAg,There are a billion movies on why this is a bad idea,vor 1 Jahr,@whatthehellyoske,UCdM9tX5Y1AkjbtDNIvItRYA,1,,https://yt3.ggpht.com/akmra46X01IfXsKNKQRq3VSZQPtV1QguPyUquh9uVZv_ZEFYhW6LlTpA5K54xmscfd72wjBc6w=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.226001,there are a billion movies on why this is a bad idea
UgwgVtCfPBmGM-RgkvV4AaABAg,"That's good and bad, the bad is you won't be able to let go. Come to think of it maybe the parents does not want to let go. It's creepy when the father laugh at the AI he created",vor 1 Jahr (bearbeitet),@pilaps9566,UCdVU5zOoh9CTFT1cXGxJlaA,2,,https://yt3.ggpht.com/ytc/AIdro_n5GbR0DDHdD2qtNwlmNS98eTGWfc41tQWYfe_oOrlfcQ=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.229637,thats good and bad the bad is you wont be able to let go come to think of it maybe the parents does not want to let go its creepy when the father laugh at the ai he created
UgztfAPufIOgDq9Mhkx4AaABAg,Grief is a very powerful movivator,vor 1 Jahr,@brianlee7212,UClDyj-5cBod_niACp4gVV3g,2,,https://yt3.ggpht.com/ytc/AIdro_lkftV_FfULIvCyr3_ZkKclhmoFX55LoyIfg7JA6FY=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.23247,grief is a very powerful movivator
UgyUQi7jbOfupkF3WKx4AaABAg,Vulnerable people are at risk. They process information differently and are emotionally reactive. It can be helpful in a healthcare setting.,vor 1 Jahr,@JasonVSKa,UCSy4Ce2JfdaYoPMO9d3SJMg,1,,https://yt3.ggpht.com/l-6kQuRb-Nx6vxIu1XPbgbXLptzFByNW9Bh9Muk17soSSXpTmG2Qa-AudAjmIq3OUlztt9B2hCI=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.23602,vulnerable people are at risk they process information differently and are emotionally reactive it can be helpful in a healthcare setting
UgytPNJKTJVaKRKuYH54AaABAg,The future is here. The way to immortality is beginning.,vor 1 Jahr,@xuelor3614,UCeBLBAMUbg2d-A6y1n_VHrw,1,,https://yt3.ggpht.com/ytc/AIdro_kBKvS4IkEBTjhRHAfbnKV6dukWGO43lkaWXHUcx0IICfA=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.239939,the future is here the way to immortality is beginning
UgzGOT6dtbQv_nhKIIh4AaABAg,"As a clinician, for those of you saying this could be helping his grief, it’s really not. The stages of grief require that at some point he accept her loss and process the separation. He will not be able to do that because this true and natural human grief process has been put on indefinite pause.",vor 1 Jahr,@Sunshinedtomato,UCoE4jc2BdGg9hi8WzsnmqAA,10,,https://yt3.ggpht.com/FtxmGigfHWMNxo082UfoJfqel-QKV_kDXHoWExZhnPpMU0p1QTUzGpvi7alhdaB04061HHGhOaE=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.242991,as a clinician for those of you saying this could be helping his grief it’s really not the stages of grief require that at some point he accept her loss and process the separation he will not be able to do that because this true and natural human grief process has been put on indefinite pause
UgyFiQ-EGWSxf1aOvq94AaABAg,"One step away from a reality like in the movie “Transcendence” (2014). Or Season 2, Episode 1 of “Black Mirror”.",vor 1 Jahr (bearbeitet),@spectry6,UCPYDoxFAFink6EVkLR1FZWA,1,2,https://yt3.ggpht.com/6ZoI3iI9JJSBs6HL-kZZFN05cAh1CD4D6FSS-PbOBA5IoMVMMhczrdGKsMORN85MlqdLEiKA=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.245793,one step away from a reality like in the movie “transcendence” 2014 or season 2 episode 1 of “black mirror”
UgzXJzfx2yIRBFlrxV54AaABAg,"Can someone PLEASE tell me WHERE I can get this program or something just like it?  I see SO MUCH POTENTIAL in something like this!  For example, I would like to take this, make myself into an avatar, and then, instead of me talking in English, it would talk in Tagalog",vor 1 Jahr,@rollee223,UCbtVe2Jn6s9HHNHsYs-ULPg,1,1,https://yt3.ggpht.com/ytc/AIdro_kzimXI5jq1XKFmFRH5xnl-98spcbDIKMQ_Ilvdw60=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.248541,can someone please tell me where i can get this program or something just like it i see so much potential in something like this for example i would like to take this make myself into an avatar and then instead of me talking in english it would talk in tagalog
UgxO0oxJP5p1Zh9hncR4AaABAg,Deception will not bring you through acceptance.,vor 1 Jahr,@paulhope8045,UCj4RPOYIDPjT12vF0B8PxcA,0,,https://yt3.ggpht.com/ytc/AIdro_kucjEYpqgNg_djFrIEoktUFPLi_r0L04Bs325lXDg=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.251173,deception will not bring you through acceptance
UgweouySgtZ_4SgPY_94AaABAg,Why's there subtitles when the man speaks? I can understand him perfectly.,vor 1 Jahr,@kobzster06,UCunKfjNc1qLCKuCNxDQ7l1Q,1,2,https://yt3.ggpht.com/ytc/AIdro_kU23H6_m5bWAKU557T0etSE-PdCiks4fvgynXcjuOjIQ=s88-c-k-c0x00ffffff-no-rj,False,False,1731410542.257534,whys there subtitles when the man speaks i can understand him perfectly
UgwTdGC09ik65ruoBDp4AaABAg.A9HFXWNbMA2A9UR2r425mA,With the aid of diabolical AI,vor 1 Jahr,@Sunshinedtomato,UCoE4jc2BdGg9hi8WzsnmqAA,2,,https://yt3.ggpht.com/FtxmGigfHWMNxo082UfoJfqel-QKV_kDXHoWExZhnPpMU0p1QTUzGpvi7alhdaB04061HHGhOaE=s88-c-k-c0x00ffffff-no-rj,False,True,1731410542.472188,with the aid of diabolical ai
Ugys9dxjU3uKcpGsDLJ4AaABAg.A9Bn9WYQTBEA9I8-49XozJ,❤,vor 1 Jahr,@glengamble526,UCAt_qf9IBGuxpY2dqhH6AoQ,0,,https://yt3.ggpht.com/ytc/AIdro_kpfdnxsCbtQ4uVgcDuOQcmgWTyXyGLzxJzh5zHFsaGh28E=s88-c-k-c0x00ffffff-no-rj,False,True,1731410542.701947,❤
UgyFiQ-EGWSxf1aOvq94AaABAg.A9BtIq86crSA9ClnGtj-Et,I think San Junipero (s3e4) is a more positive spin on the scenario :)  I'll have to check out Transcendence.  you might like Marjorie Prime.,vor 1 Jahr,@udance4ever,UCIZKMWqgM7Qxcre5Zef3IOg,1,,https://yt3.ggpht.com/ytc/AIdro_mWfjLPtsTbS2gn1BREaIGIX27uIbdJiO4AWWZNyGd4Lg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410542.927217,i think san junipero s3e4 is a more positive spin on the scenario ill have to check out transcendence you might like marjorie prime
UgyFiQ-EGWSxf1aOvq94AaABAg.A9BtIq86crSA9D9bUP8Y_0," @udance4ever  San Junipero was beautiful. However, the episode I’m referring to was much more “grounded” in terms of dealing with unexpected loss and grieving. in San Jupero, she chose her fait. But both do show a possible future for sure. You’ll enjoy Transcendence. Definitely a must watch if you’re into Sci-fi/drama. Thanks for the recommendation",vor 1 Jahr,@spectry6,UCPYDoxFAFink6EVkLR1FZWA,0,,https://yt3.ggpht.com/6ZoI3iI9JJSBs6HL-kZZFN05cAh1CD4D6FSS-PbOBA5IoMVMMhczrdGKsMORN85MlqdLEiKA=s88-c-k-c0x00ffffff-no-rj,False,True,1731410542.931463,udance4ever san junipero was beautiful however the episode i’m referring to was much more “grounded” in terms of dealing with unexpected loss and grieving in san jupero she chose her fait but both do show a possible future for sure you’ll enjoy transcendence definitely a must watch if you’re into scifidrama thanks for the recommendation
UgzXJzfx2yIRBFlrxV54AaABAg.A9N5TmFmtDdAGBpEeWFVsM,Apps in App Store are a starting point,vor 7 Monaten,@sunnydelight5255,UCmFEHr-gqFeTmyM2CXZ6nPw,1,,https://yt3.ggpht.com/ytc/AIdro_ltOnFO9mDWYMxX8SClHyh248bir64UDFy9BW87uBwEsC8=s88-c-k-c0x00ffffff-no-rj,False,True,1744453343.159775,apps in app store are a starting point
UgweouySgtZ_4SgPY_94AaABAg.A93twnytT-nA97Ge1Csmmb,I can't,vor 1 Jahr,@detlefmogl1770,UCDv6HKuwjmSpuhVXPzSztSw,0,,https://yt3.ggpht.com/ytc/AIdro_nkwyjNjXiTbomljA7uogixZrzODDBJARZoRWe5u8Oz1e7OolmJA7H9ZsVkbBDlarhMIg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410543.381579,i cant
UgweouySgtZ_4SgPY_94AaABAg.A93twnytT-nA9Cm4567DXf,some ppl find accents difficult.,vor 1 Jahr,@udance4ever,UCIZKMWqgM7Qxcre5Zef3IOg,0,,https://yt3.ggpht.com/ytc/AIdro_mWfjLPtsTbS2gn1BREaIGIX27uIbdJiO4AWWZNyGd4Lg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410543.385987,some ppl find accents difficult
UgzO-WdER9Neolkl3JR4AaABAg,"I’m sure this would not be for everyone, but as long as you don’t lose touch with reality, why not?",vor 1 Jahr,@michaelmorrissey1052,UC8D9yBhQNcZiQjBJjNNRl5A,2,,https://yt3.ggpht.com/8A4NIy02kaGAYlF1dXAbQNmr5vkzrXXPH5bqFdi006tKvTuAC_U4A1dCF6LnWjcPPh6QiPCU=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.807637,i’m sure this would not be for everyone but as long as you don’t lose touch with reality why not
UgyFSa9oCtootgkpy894AaABAg,"This hit me very hard. I would need a way to let go and continue to live my life. It's hard to say, but death is a part of life.",vor 1 Jahr,@emagee7864,UC7hA76Aj5FUVJUT1y6Drqwg,0,,https://yt3.ggpht.com/ytc/AIdro_k0XvqoudmQDAhX2jW8aAVvfGPtwlAaqlZpw-ScfhcN5gA=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.810556,this hit me very hard i would need a way to let go and continue to live my life its hard to say but death is a part of life
UgwnId5wXBtCo33brMp4AaABAg,"I wonder if we ever got to a full functioning AI how the personality would change after numerous interactions with people. You could program it to act a certain way in the beginning but if it's truly AI, it would learn and change its personality over time with other people's projections.",vor 1 Jahr,@michaelyoon9355,UCLA5dbTNibuyLEfe8klYKFg,1,1,https://yt3.ggpht.com/ytc/AIdro_mnUEg7LvC3BPkMi-WNK4rDbgdXA-3Gc43dP2QB-Ls=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.813459,i wonder if we ever got to a full functioning ai how the personality would change after numerous interactions with people you could program it to act a certain way in the beginning but if its truly ai it would learn and change its personality over time with other peoples projections
Ugzw78uceVy5AjWdFgF4AaABAg,"i think its sick knowing if i died, my dad replaced me with an AI voice replica and continue talking to it daily. Think about it.",vor 1 Jahr,@MikeSpotter,UCDokoyxFMk1-lAqfaZA1_8w,0,,https://yt3.ggpht.com/YtDJP7bgW5_hSouqCYcQfpNDUjb7gW8oRcUfHLFSIZ6U7ABn_XuuCALEFXfrK6sRu-oM0RHT=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.818685,i think its sick knowing if i died my dad replaced me with an ai voice replica and continue talking to it daily think about it
UgyivmiwbLwsTIp1F214AaABAg,Reminds me of the story Altered Carbon.,vor 1 Jahr,@thenotoriousgryyn342,UCxRC-cTmbfP0uJcokcQu48g,2,,https://yt3.ggpht.com/ytc/AIdro_nM8r77Y7Us-1FW6dv-MFAEOgqP10cph49FkxXDnpVClwNGEIdM5zdTUyEgLLRRse4Z7A=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.824677,reminds me of the story altered carbon
UgwUDzgNi9WFK4iyA1d4AaABAg,God bless,vor 1 Jahr,@Treebronx,UC5rWNDStHUeKE7pRyX1Fcxg,0,,https://yt3.ggpht.com/mF3zfxMwd50Ul7j52yjxJxwHJtyrDK2cqqzGJpsNDSyG3Gb-qKTwuJ_lpFG92KwDtMd9yNcP7w=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.829142,god bless
Ugy7-QaPiHTsQ9kjajx4AaABAg,I love my daughtes soo much,vor 1 Jahr,@TreceMigs,UCEy8fvKrJ4TW3nYuLd0GoBg,0,,https://yt3.ggpht.com/ytc/AIdro_l9sJWZhY4dtHjuJrcw3KabAQZTu85ax-dol9K2WeQ=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.832784,i love my daughtes soo much
Ugy3Q-rCV59SaYTXloh4AaABAg,"So many genius coming out of Taiwan !  🇹🇼.
The power of a father’s love .  He was an artiste did his PHD to recreate his daughter’s memory.
On the other hand, I don’t know if this is the right closure one needs for letting go of a loved one .",vor 1 Jahr (bearbeitet),@Wk98asP23,UC96GTwdqVWxQTzyuU0E9Ilg,2,,https://yt3.ggpht.com/WkaKVQksM7Ya-2lFEJ67N2iGtBr8UQZ1JTcLpUYWPuI9iwgJL8S96ssaZ71W_z5ol0qVMxFGwDE=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.836002,so many genius coming out of taiwan 🇹🇼 the power of a father’s love he was an artiste did his phd to recreate his daughter’s memory on the other hand i don’t know if this is the right closure one needs for letting go of a loved one
UgyWRJKTpCx7CVi7ySt4AaABAg,shessshh... an episode of  black mirror comes true faster than i believed,vor 1 Jahr,@boscoandrianto5405,UC1G9qldTwJb81FtCYrJNQWg,0,,https://yt3.ggpht.com/ytc/AIdro_mVS40VJhBqqMY1x6gyN5UdRrltCav2o9UIgtpCaTjXI7U=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.839648,shessshh an episode of black mirror comes true faster than i believed
UgyatQWaG7kSAdeAKnh4AaABAg,Wow I find this beyond sad. Please let it go and let our passed love ones rest in peace.,vor 1 Jahr,@BinMan-p6b,UCDJUIxRWJsTseCzCZfBMOyg,6,1,https://yt3.ggpht.com/pake1JhCGWKXnqsTt5kbj_ALj5PC7SSlTPyAQ7D5I28zzRYqp6nmlmWQp-etuHkNqyzQvd10=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.842428,wow i find this beyond sad please let it go and let our passed love ones rest in peace
UgwSVC0sXZiSN3fvguV4AaABAg,Let the pass ones passed in peace and the living continues to live.,vor 1 Jahr,@TuanusMaximus,UCjC4Mu3jGPnDTVVwlt_jyzQ,0,,https://yt3.ggpht.com/ytc/AIdro_ltGlb3_7X3ZrEVI0dp-wUXaYlREqiCrEqkY4NCx2S_MpG4NsIz1P3T3t04Uxz3vKkEjA=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.845531,let the pass ones passed in peace and the living continues to live
UgxcIUWL4n-i568kWmV4AaABAg,This would be great to bring back a last message of some type if you didn't get to see bye. But I can see this being abused and people just not letting go of a loved one.,vor 1 Jahr,@minorperez5998,UCxixmBYBHsc2wsLUMT0rP-g,0,,https://yt3.ggpht.com/ytc/AIdro_kULdG165y9p432xJsKUxENBkZzvn1CqwCBKvgaN54=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.848126,this would be great to bring back a last message of some type if you didnt get to see bye but i can see this being abused and people just not letting go of a loved one
UgwNSwU7vsWKVWRvHsN4AaABAg,Right on track for the cylons,vor 1 Jahr,@deanmaxx5204,UCcBu_Lx7JdheV60nawZfJMg,1,,https://yt3.ggpht.com/ytc/AIdro_nkwyjNjXiTbomljA7uogixZrzODDBJARZoRWe5u8Oz1e7OolmJA7H9ZsVkbBDlarhMIg=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.852484,right on track for the cylons
UgxIR6NANkvkyuM_UAB4AaABAg,Reminds me of the movie Solaris...It is inevitable that he will find a way to believe his daughter is in there somewhere....,vor 1 Jahr,@christianmalick,UCGaiNr13Q_jPae-ieQDirAA,0,,https://yt3.ggpht.com/ytc/AIdro_kN0vHjIDhTA7B0t2l-8jw4du0Fp3Q4NWDxREtZ0wG6prM4O5dykKEJAxt14lhBl9HMMQ=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.856923,reminds me of the movie solarisit is inevitable that he will find a way to believe his daughter is in there somewhere
UgyoxQEQgzgKl5XyuMJ4AaABAg,"This is like the father from ""Wandering Earth 2"" movie.",vor 1 Jahr,@YW5nZWwgb2YgZGVhdGg,UCQJBXfP-LsKdTRm79nFW4aA,0,,https://yt3.ggpht.com/8oinFTk7O_-CXhHU9fI0OzqYVTaZqVjqmVc0tduvHgWmaIAoT9dExs4taA-ZbOjV1XkvYmsMbw=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.860184,this is like the father from wandering earth 2 movie
UgyE9WfN7hWhAOINSOV4AaABAg,"This is the future, this will be very common for sure!",vor 1 Jahr (bearbeitet),@youdj_app,UCTAOAEV8CV464rfqiaBC61w,1,,https://yt3.ggpht.com/ymGIyE1MCPKcUlq0ilgR85hNsIHIvyBLC1dHOTLIP-jU-QxYu6q2RbF2xh2Ins7NhDurKMkW=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.862919,this is the future this will be very common for sure
Ugw9GTBJoZZ--haOfRV4AaABAg,Don’t know about this. If it helps transition from depression to an acceptance of loss then it could be healthy.,vor 1 Jahr,@cp98handle,UCzqatv-7a4tHS32efSscEBg,1,,https://yt3.ggpht.com/5zuR1TI9y3jRRtzFk6STSDiQcfhd6qB6H9CvY9ggs9_Zqf_6fAoRJKSSSPtp3vJaUAkqIH06MIE=s88-c-k-c0x00ffffff-no-rj,False,False,1731410543.867962,don’t know about this if it helps transition from depression to an acceptance of loss then it could be healthy
